Drug Name,Age,Degree
Haloperidol,624,60
Tridihexethyl,684,1
Triflupromazine,648,15
Anisotropine Methylbromide,588,1
Nortriptyline,576,74
Fluphenazine,624,28
Histamine Phosphate,864,0
Thioridazine,624,92
Phentolamine,708,4
Nicergoline,468,0
Benzquinamide,444,0
Clidinium,600,10
Propiomazine,612,13
Propantheline,696,7
Cryptenamine,684,0
Tolazoline,756,3
Dicyclomine,732,8
Tropicamide,720,0
Trifluoperazine,636,30
Brompheniramine,672,7
Perphenazine,648,31
Flupentixol,552,20
Phenoxybenzamine,696,4
Mesoridazine,492,75
Maprotiline,468,30
Glycopyrrolate,600,8
Carphenazine,588,0
Ergoloid mesylate,696,10
Oxybutynin,432,8
Acetophenazine,600,15
Promethazine,744,37
Pimozide,480,51
Doxepin,504,74
Flavoxate,492,7
Desipramine,576,77
Diphenidol,528,0
Metoclopramide,564,11
Chlorprothixene,612,4
Pancuronium,468,18
Methotrimeprazine,636,48
Propericiazine,504,18
Molindone,444,7
Thioproperazine,612,3
Thiothixene,528,95
Isopropamide,648,3
Fluspirilene,468,0
Mepenzolate,660,5
Tetrabenazine,612,52
Mianserin,432,0
Betahistine,516,0
Mecamylamine,660,0
Diphemanil Methylsulfate,708,0
Biperiden,624,8
Cycrimine,696,0
Cyclopentolate,696,3
Lindane,720,0
Methohexital,612,33
Dacarbazine,432,3
Orphenadrine,648,9
Benzatropine,684,8
Clemastine,528,7
Buclizine,648,0
Doxylamine,756,7
Dexbrompheniramine,624,6
Triprolidine,696,202
Hydroxyzine,660,10
Trazodone,468,118
Azatadine,516,3
Meclizine,696,7
Carbinoxamine,696,8
Tripelennamine,780,2
Methdilazine,612,12
Dimenhydrinate,744,7
Diphenhydramine,780,13
Diphenylpyraline,720,2
Cyclizine,696,7
Alimemazine,636,17
Phenindamine,768,6
Pheniramine,756,0
Clofedanol,636,0
Mepyramine,756,0
Antazoline,756,0
Dimetindene,612,0
Isothipendyl,648,0
Chlorcyclizine,744,0
Butriptyline,432,0
Dinoprostone,468,1
Dinoprost Tromethamine,432,0
Suramin,1092,0
Progesterone,912,1
Tamoxifen,456,78
Clomifene,540,23
Rifampicin,516,164
Diethylstilbestrol,840,24
Chlorotrianisene,708,8
Conjugated Estrogens,840,24
Levonorgestrel,540,27
Dydrogesterone,600,0
Spironolactone,624,23
Medroxyprogesterone Acetate,636,28
Oxandrolone,564,1
Testosterone,888,6
Estrone,720,8
Norethindrone,648,37
Estradiol,900,24
Ethynodiol,552,6
Drostanolone,600,0
Dienestrol,720,0
Ethinylestradiol,876,0
Nandrolone phenpropionate,624,1
Fluoxymesterone,660,4
Estramustine,456,3
Mestranol,648,49
Danazol,468,8
Testosterone Propionate,888,4
Allylestrenol,600,0
Estropipate,516,8
Quinestrol,516,7
Cyproterone acetate,456,0
Methyltestosterone,900,0
Nandrolone decanoate,588,1
Medrysone,492,0
Fluorometholone,624,0
Megestrol acetate,576,19
Beclomethasone,468,0
Betamethasone,600,39
Desoximetasone,516,0
Fluocinolone Acetonide,600,0
Triamcinolone,636,39
Prednisone,684,57
Flumethasone (pivalate),564,0
Fludrocortisone,684,39
Hydrocortisone,840,43
Hydrocortamate,660,0
Flurandrenolide,588,0
Prednisolone,672,52
Methylprednisolone,672,19
Clobetasol propionate,456,2
Fluocinonide,492,0
Dexamethasone,636,52
Desonide,468,0
Cortisone acetate,732,12
Paramethasone,600,8
Heparin,864,9
Rescinnamine,660,0
Doxycycline,528,72
Lymecycline,576,0
Framycetin,540,0
Oxytetracycline,732,21
Demeclocycline,624,46
Tobramycin,444,61
Spectinomycin,480,0
Methacycline,576,19
Neomycin,720,8
Minocycline,480,49
Streptomycin,780,11
Kanamycin,636,10
Rolitetracycline,624,16
Paromomycin,612,0
Daunorubicin,516,1
Doxorubicin,480,7
Vincristine,576,35
Colchicine,600,18
Sodium stibogluconate,852,0
Acetohexamide,576,22
Glyburide,480,35
Tolbutamide,660,61
Amiloride,480,28
Clofibrate,576,17
Chlorpropamide,636,40
Fenofibrate,432,14
Glipizide,480,20
Gliquidone,432,0
Ibuprofen,504,45
Aminosalicylic Acid,756,9
Indomethacin,576,46
Fenoprofen,444,16
Diclofenac,444,22
Diethylcarbamazine,744,0
Mefenamic acid,576,18
Naproxen,456,20
Sulfasalazine,732,7
Phenylbutazone,708,19
Ketoprofen,456,27
Tiaprofenic acid,432,25
Niflumic Acid,516,0
Acetylcysteine,516,0
